Book|Chapter #|Verse #|Verse
Mateo|24|35|Palabey hadja langitin duk dunyahin, saguwaꞌ bang bissākun asal gaꞌi usaꞌ." 
Mateo|24|36|"Saguwaꞌ gaꞌ niyaꞌ ngataꞌu bang ellew ine atawa waktu ine papituku balik si pasōnganin. Bisan meꞌ malaꞌikat si surgaꞌin gaꞌi kataꞌuhande. Bisan aku, Anak Tuhanin, gaꞌi du isab kataꞌuhanku. Luwal Samaku Tuhanin mangataꞌuhin. 
Mateo|24|37|Bang ne ku pitu balik si dunya, meꞌ hinangan meꞌ aꞌahin kuweꞌ du hinangan meꞌ aꞌa masa si Nu ley. 
Mateo|24|38|Masa miyaꞌan, gaꞌ pe tekka laseyin, gaꞌ niyaꞌ tapikil meꞌ aꞌahin luwal mangan duk nginum, maganda duk magella sampay taꞌabut ellew padiyalem si Nu dem kappalin. 
Mateo|24|39|Gaꞌ kataꞌuhande bang ine maꞌumantagin duk bessuwang hadja tekka laseyin duk lambo siye kēmon. Na, kuweꞌ iyan du isab meꞌ aꞌahin bang aku, Anak Manusiyaꞌin, pitu balik. 
Mateo|24|40|Ellew pabalikkun niyaꞌ iyan duwangan lella maghinang si tanaꞌ, dambuwaꞌin ineddoꞌ duk dambuwaꞌin taꞌamban. 
Mateo|24|41|Niyaꞌ iyan duwangan dende magtabang maggiling, dambuwaꞌin ineddoꞌ duk dambuwaꞌin taꞌamban. 
Mateo|24|42|Hangkan papateng-pateng kaꞌam, peggeꞌ gaꞌi kataꞌuhanbi bang ellew ine papitukun. 
Mateo|24|43|Saguwaꞌ essebun bi inin, weꞌ bang kataꞌuhan dapuꞌ lumaꞌin bang waktu ine katekka panangkewin, tapagjaga iye duk gaꞌi tapasagadanne lumaꞌnen ilangkat duk inasek. 
Mateo|24|44|Damikkiyan isab kaꞌam, subey kaꞌam luwal papateng-pateng peggeꞌ aku, Anak Manusiyaꞌin, tekka du ku pitu baytu gaꞌi ku ase-asebi." 
Mateo|24|45|"Bang niyaꞌ daraꞌakan tapangandelan duk hantap maghinang, iye iyan tahinang amunen nakuraꞌ meꞌ daraꞌakanne sinduwehin. Bang taꞌabut gantaꞌ pagurung-urungin, iye mangurung bānyaꞌ si meꞌ daraꞌakanin. 
Mateo|24|46|Pagtekka amunen balik, sinna manamal daraꞌakan miyaꞌan bang takite amunen weꞌ tuhutne kēmon pangandaꞌakan iyehin. 
Mateo|24|47|Sabennal akahante kaꞌam weꞌ pangandel amunen du si iye kēmon alataꞌnen. 
Mateo|24|48|Saguwaꞌ bang saꞌupama laꞌat daraꞌakan miyaꞌan, duk paꞌinne dem ateyne weꞌ tiggel pe du tekka amunen, 
Mateo|24|49|ubus papeddiꞌanne meꞌ pagkasine daraꞌakanin, duk iye bahannen, magkakan duk maginuman duk meꞌ luwal maglangohanin. 
Mateo|24|50|Manjari bessuwang tekka amunen ellew gaꞌ ase-asene duk waktu gaꞌ kataꞌuhanne. 
Mateo|24|51|Na, manjari bininasa teꞌed iye weꞌ amunen duk pinatuhut iye pī si lugal pinasukuꞌ si meꞌ aꞌa magmā-mā manuhut Tuhanin. Laꞌi magmatey meꞌ aꞌahin duk magtageꞌot impenden."
Mateo|25|1|Manjari magdalilan si Isa balik, paꞌinne, "Bang pitu ne ku balik, pagbayaꞌ Tuhanin kuweꞌ inin. Niyaꞌ sampūꞌ budjang moꞌo payitaꞌanden dangan-dangan hap pī nampang pangantin lellahin. 
Mateo|25|2|Lime budjangin babbal duk limehin lalem pikilannen. 
Mateo|25|3|Meꞌ mababbalin boꞌode payitaꞌanden saguwaꞌ gaꞌ siye moꞌo isellan pangiside balik bang ubus ne isellan dem payitaꞌanden. 
Mateo|25|4|Saguwaꞌ meꞌ budjang malalem pikilannen boꞌode payitaꞌanden sampay isellan dem pangisihanden. 
Mateo|25|5|Peggeꞌ tiggel tekka pangantin lellahin kinaruꞌ siye duk ujud tumuli siye kēmon. 
Mateo|25|6|Pagnengaꞌ bahangihin niyaꞌ ngalingan, paꞌinne, 'Tiyaꞌ ne pangantin lellahin, dayiꞌ kaꞌam sampangun bi iye.'
Mateo|25|7|Manjari dongaꞌ meꞌ budjangin duk memesde payitaꞌanden. 
Mateo|25|8|Paꞌin meꞌ budjang mababbalin si meꞌ malalem pikilannen, 'Urunganun bi kami isellan, peggeꞌ sōng pandem ne payitaꞌan kamihin.'
Mateo|25|9|Saguwaꞌ nambung meꞌ budjang malalem pikilannen, paꞌinde, 'Kaw gaꞌi umabut si kite bi kēmon. Pī kaꞌam si tinda bu bi melli isellan.'
Mateo|25|10|Na, hap pī ne meꞌ mababbalin melli. Sasangde mapīhin tekka ne pangantin lellahin. Meꞌ lime budjang mamemesin nuhut padiyalem pī dem lumaꞌ pagkawinanin ubus bu dininding ne gawangin. 
Mateo|25|11|Gaꞌ du tiggel tekka isab meꞌ budjang sinduwehin duk paꞌinde, 'O Tuwan, lukahanun koꞌ kami.'
Mateo|25|12|Saguwaꞌ nambung pangantin lellahin, paꞌinne, 'Gaꞌi lukaku. Gaꞌi kaꞌam takilaleku.'
Mateo|25|13|Hangkan hep," paꞌin si Isa, "papateng-pateng kaꞌam, peggeꞌ gaꞌi kataꞌuhanbi bang ellew ine atawa waktu ine ku pitu balik." 
Mateo|25|14|"Bang pitu ne ku balik, pagbayaꞌ Tuhanin kuweꞌ inin. Niyaꞌ dambuwaꞌ aꞌa lumengngan hap lahat seddili. Sōng patahalaꞌnen, daꞌakne pī si iye meꞌ daraꞌakannen duk pinangandel weꞌ ne si siye sīnnen. 
Mateo|25|15|Sīn pinangandelne si siyehin pinagtuhut duk kataꞌuden. Dambuwaꞌin inurungan weꞌ ne lime ngibu pilak, dambuwaꞌin duwe ngibu, duk dambuwaꞌin da ngibu pilak. Ubus tahalaꞌ ne iye. 
Mateo|25|16|Daraꞌakan bakas inurungan lime ngibu pilakin magtawus hap pī maglitu, duk makaꞌuntung iye lime ngibu pilak. 
Mateo|25|17|Damikkiyan du isab daraꞌakan taga duwe ngibuhin, makaꞌuntung isab iye duwe ngibu. 
Mateo|25|18|Saguwaꞌ dambuwaꞌ bakas inurungan da ngibu pilakin, hap pī magkali bu tinapukan weꞌ ne sīn amunen dem bulak. 
Mateo|25|19|"Pagtiggel ne teꞌed, tekka ne balik amu meꞌ daraꞌakan miyaꞌan. Manjari tilewne siye bang ine bakas hininangde duk sīnnen. 
Mateo|25|20|Daraꞌakanne bakas inurungan lime ngibu pilakin pī moꞌo untungne lime ngibuhin duk paꞌinne, 'Tuwan, bakas urungannu ku lime ngibu pilak, makaꞌuntung ku lime ngibu isab.'
Mateo|25|21|Paꞌin amunen si iye, 'Hāp hininangnun. Daraꞌakan hāp kew duk tapangandelan kew. Tapangandelan kew si meꞌ kuweꞌahat hangkan pangandelku du si kaꞌu alataꞌkun pinaꞌekka. Dayiꞌ kew, patuhut kew si aku magkēg.'
Mateo|25|22|Ubus hap pī isab daraꞌakan bakas inurungan duwe ngibu pilakin. Paꞌinne, 'Tuwan, bakas urungannu ku duwe ngibu pilak. Makaꞌuntung ku duwe ngibu isab.'
Mateo|25|23|Paꞌin amunen si iye, 'Hāp hininangnun. Daraꞌakan hāp kew duk tapangandelan kew. Tapangandelan kew si meꞌ kuweꞌahat, hangkan pangandelku du si kaꞌu alataꞌkun pinaꞌekka. Dayiꞌ kew, patuhut kew si aku magkēg.'
Mateo|25|24|Ubus hap pī isab daraꞌakan bakas inurungan da ngibu pilakin duk paꞌinne, 'Tuwan, kataꞌuhanku weꞌ gaꞌi kew maꞌaseꞌ si aꞌa. Eddoꞌnu dumaꞌin si kaꞌuhin duk paganinu manggaꞌ bakas pagluꞌugannun. 
Mateo|25|25|Tinalew ku si kaꞌu, hangkan hap pī ku napukan sīnnun dem bulak. Tiyaꞌ ne sīnnun.'
Mateo|25|26|Nambung amunen, paꞌinne, 'Kaꞌu iyan daraꞌakan laꞌat duk bulasan. Kataꞌuhannu hatiꞌ weꞌ eddoꞌku dumaꞌin si akuhin duk paganiku manggaꞌ bakas pagluꞌugankun. 
Mateo|25|27|Na, weꞌey gaꞌ papīnu sīnkun si bangku duk nganak? Manjari pagbalikku pitu taꞌeddoꞌku siꞌ sīnkun sampay anaknen.'
Mateo|25|28|Manjari paꞌinne si daraꞌakanne seddilihin, 'Eddoꞌun sīnin amban iye duk pangurungun pī si dambuwaꞌ taga sampūꞌ ngibu pilakin. 
Mateo|25|29|Aꞌa tapangandelanin, inurungan pe namba duk ekka manamal si iyehin. Saguwaꞌ manggaꞌi tapangandelanin, bisan kuweꞌahat bakas pinangandel si iyehin, ineddoꞌ du amban iye. 
Mateo|25|30|Na, daraꞌakan manggaꞌ niyaꞌ kagunahanne inin, pabukutun bi pinadem lindem. Magmatey meꞌ aꞌahin laꞌi duk magtageꞌot meꞌ impenden.' " 
Mateo|25|31|Manjari paꞌin si Isa, "Bang aku, Anak Manusiyaꞌin, pitu balik magtuhut duk meꞌ malaꞌikatin kēmon, aku ne magbayaꞌin. Manjari ningkoloꞌ ku si paghukuman. 
Mateo|25|32|Kēmon aꞌa amban kabangsa-bangsahan si dunyahin pinagtipun du si harapanku duk pagsapeꞌku siye, kuweꞌ aꞌa magipat hayepin pagsapeꞌne meꞌ bili-bilihin duk meꞌ kambingin. 
Mateo|25|33|Meꞌ aꞌa mabentelin papīku si kanawananku duk meꞌ sinduwehin si bibanganku. 
Mateo|25|34|Manjari aku, magbayaꞌin, paꞌinku iyan si meꞌ aꞌa si kanawanankun, 'Kaꞌam, meꞌ kaꞌurungan kahāpan weꞌ Samaku Tuhanin, pitu kaꞌam, patennaꞌ tuꞌu si pagbayaꞌanku peggeꞌ inin andang pinanyap para si kaꞌam kemuwe tagnaꞌ dunyahin. 
Mateo|25|35|Peggeꞌ bakas inusan ku bu pinakan ku weꞌ bi, duk lekkakan ku bu inurungan ku ininum weꞌ bi, aꞌa liyu-liyu ku bu inaddatan ku weꞌ bi. 
Mateo|25|36|Gaꞌ niyaꞌ semmekku bu pinasemmekan ku weꞌ bi, bakas ku saki bu inipat ku weꞌ bi, bakas ku kinalabusu bu binisita ku weꞌ bi.'
Mateo|25|37|Ubus magpaꞌin iyan meꞌ aꞌa bentel laꞌi si kanawanankun, 'Tuwan, sumiyan kew bakas takite kami inusan duk urungan kami kew kinakan, atawa lekkakan duk urungan kami kew ininum? 
Mateo|25|38|Sumiyan kew takite kami kuweꞌ aꞌa liyu-liyu duk inaddatan kew weꞌ kami? Sumiyan kew kanggaꞌan semmek duk inurungan kew weꞌ kami? 
Mateo|25|39|Duk sumiyan kasakinun duk pangalabusu si kaꞌuhin duk pī kami misita kaꞌu?'
Mateo|25|40|Manjari aku, magbayaꞌin, nambung du ku, paꞌinku, 'Sabennal akahante kaꞌam, sumiyan-sumiyan hinangbi inin si meꞌ tindegku madiyawaꞌ pagaꞌanen, hinangbi du teꞌed si aku.'
Mateo|25|41|"Ubus paꞌinku du iyan si meꞌ aꞌa si bibangankun, 'Kaꞌam, meꞌ pagmulkaꞌan Tuhanin, tahalaꞌ kaꞌam amban aku duk pī kaꞌam dem ebbut narkaꞌ pinanyap andang para si nakuraꞌ seyitanin duk si meꞌ daraꞌakannen. 
Mateo|25|42|Peggeꞌ bakas inusan ku bu gaꞌ ku urunganbi kinakan, lekkakan ku bu gaꞌ ku urunganbi ininum. 
Mateo|25|43|Aꞌa liyu-liyu ku bu gaꞌ ku addatanbi, gaꞌ niyaꞌ semmekku bu gaꞌ ku urunganbi, bakas ku saki duk dem kalabusu bu gaꞌ ku bisitabi.'
Mateo|25|44|Ubus tilewde du ku iyan, paꞌinde, 'Tuwan, sumiyan kew takite kami inusan atawa lekkakan? Sumiyan kew takite kami kuweꞌ aꞌa liyu-liyu, atawa gaꞌ niyaꞌ semmeknu atawa saki atawa dem kalabusu bu gaꞌ kew tabangan kami?'
Mateo|25|45|Ubus nambung ku iyan, paꞌinku, 'Sabennal akahante kaꞌam, bang gaꞌ tabangbi meꞌ tindegku madiyawaꞌ pagaꞌanen, aku du gaꞌ tinabangbin.'
Mateo|25|46|Manjari meꞌ aꞌa inin pinadem narkaꞌ du duk magtiksaꞌ siye salama-lama, saguwaꞌ meꞌ aꞌa mabentelin pinapī du si surgaꞌ duk niyaꞌ umulde salama-lama."
Mateo|26|1|Pagubus inin binissā weꞌ si Isa kēmon, paꞌinne si meꞌ tindegnen, 
Mateo|26|2|"Kataꞌuhanbi weꞌ sumudde ne ellew Kādjaꞌan Pangessebanin. Ellew iyan aku, Anak Manusiyaꞌin, sinōngan du ku supaya ku talansang diyataꞌ olom." 
Mateo|26|3|Manjari magtipun ne meꞌ nakuraꞌ imamin duk meꞌ bahiꞌin laꞌi si astanaꞌ si Kayapas, imam nakuraꞌin. 
Mateo|26|4|Magisun siye bang saꞌingge paniggewde duk pamapateyde si Isahin duk gaꞌi kataꞌuhan meꞌ aꞌahin. 
Mateo|26|5|"Daꞌa bang baytu kādjaꞌanin," paꞌinde, "kaw hewuhalaꞌ meꞌ aꞌahin." 
Mateo|26|6|Paglaꞌi si Isa si lahat Betani si lumaꞌ si Simon aꞌa bakas inipulin, 
Mateo|26|7|niyaꞌ dende tekka pī magboꞌo isellan bengngi. Pangisihannen batu alabaster hininangin. Sasang si Isa mangan, hap pī dendehin muꞌusan isellan bengngihin diyataꞌ kōk si Isa. 
Mateo|26|8|Pagkite miyaꞌan weꞌ meꞌ tindeg si Isahin, astel siye duk magbissā-bissā siye, paꞌinde, "Weꞌey isellan bengngi miyaꞌan pinakaꞌatan sa miyaꞌan? 
Mateo|26|9|Gam pe miyaꞌan pinabellihan langkew bu pangurung ulinen si meꞌ mamiskinin." 
Mateo|26|10|Kataꞌuhan si Isa pagbissāden duk paꞌinne, "Weꞌey iye sasewbi? Hāp hininangne si aku inin. 
Mateo|26|11|Peggeꞌ mamiskinin," paꞌin si Isa, "gaꞌi du usaꞌ amban kaꞌam, saguwaꞌ aku, gaꞌi ku teteg tuꞌu si kaꞌam. 
Mateo|26|12|Binuꞌusan weꞌ ne isellan bengngi inin si baranku pamanyap aku bang ku kinubul. 
Mateo|26|13|Sabennal akahante kaꞌam," paꞌin si Isa, "antag-antag si tibuꞌukan dunya minahalayak aka-aka mahāpin, inaka-aka du isab tahinang dende si aku inin, pangesseb-ngesseban meꞌ aꞌahin iye." 
Mateo|26|14|Manjari pagubus miyaꞌan si Judas Iskariyot, dambuwaꞌ si meꞌ tindeg si Isa sampuk-duwehin, hap pī si meꞌ nakuraꞌ imamin. 
Mateo|26|15|Paꞌinne si siye, "Piye sīn ku urungbi bang sōnganku kaꞌam si Isa." Binayedan iye weꞌ de tellumpūꞌ kayuꞌ sīn tuwas, pilak teꞌed. 
Mateo|26|16|Puwas miyaꞌan miha ne si Judas waktu hāp panōngne si Isa si siye. 
Mateo|26|17|Manjari taꞌabut ne tagnaꞌ ellew kādjaꞌanin, pagkakande pan gaꞌi sinagetan pasuligin. Pī meꞌ tindegnen pu si Isa, paꞌinde, "Tuwan, antag kami kabayaꞌannu pī manyapan kaꞌu pamanganannu kādjaꞌan inin?" 
Mateo|26|18|Paꞌin si Isa, "Pī kaꞌam si puweblo si aꞌa dambuwaꞌ miyaꞌan duk paꞌinun bi si iye, 'Paꞌin guruhin, mabayaꞌ koꞌ iye magjamu duk meꞌ tindegnen luꞌu si lumaꞌnu para si Kādjaꞌan Pangessebanin peggeꞌ tapit ne koꞌ kamateynen.' " 
Mateo|26|19|Manjari hap pī ne meꞌ tindegnen duk hininang weꞌ de sa pangandaꞌakan si Isa siyehin duk maghatul ne siye laꞌi kinakande para si pagjamu-jamuhan Pangessebanin. 
Mateo|26|20|Pagsangem ne, ningkoloꞌ ne si Isa magtuhut duk tindegne sampuk-duwehin mangan. 
Mateo|26|21|Sasangde mamanganin paꞌin si Isa, "Sabennal akahante kaꞌam, niyaꞌ dangan si kaꞌam muddihan aku." 
Mateo|26|22|Dukka teꞌed siye duk maggantiꞌ siye nilew iye. Paꞌin dangan-dangan, "Bugtuꞌ dumaꞌin aku, Tuwan, ēꞌ?" 
Mateo|26|23|Nambung iye, paꞌinne, "Saweꞌku magsawu dem pingganin, iye iyan mamuddihan akuhin. 
Mateo|26|24|Aku inin, Anak Manusiyaꞌin," paꞌin si Isa, "matey du ku peggeꞌ iye iyan gantaꞌankun, sa sinulat dem kitabin. Saguwaꞌ makaꞌaseꞌ-aseꞌ teꞌed aꞌa mamuddihan Anak Manusiyaꞌin. Gam pe aꞌa miyaꞌan gaꞌ inanakan." 
Mateo|26|25|Ubus paꞌin si Judas, iye sōng mamuddihan si Isahin, "Bugtuꞌ dumaꞌin aku, Tuwan, ēꞌ?" Paꞌin si Isa, "Kaꞌu hep." 
Mateo|26|26|Sasangde mamanganin, ngeddoꞌ si Isa pan, duk pagubus iye magpasalamat si Tuhan, kinepak-kepak weꞌ ne bu pinangurung weꞌ ne si meꞌ tindegnen. Paꞌinne, "Ngeddoꞌ kaꞌam bu mangan kaꞌam. Pan inin barankun." 
Mateo|26|27|Manjari ngeddoꞌ iye sawan duk pagubus iye magpasalamat si Tuhan, pinangurung weꞌ ne si siye, paꞌinne, "Kēmon kaꞌam inumun bi inin, 
Mateo|26|28|peggeꞌ inin lahaꞌkun sōng buꞌus sabab meꞌ aꞌa ekka supaya inampun meꞌ duseden. Inin tandaꞌ weꞌ tumanan Tuhanin du janjiꞌnen. 
Mateo|26|29|Akahante kaꞌam, puwas inin gaꞌi ne ku nginum boheꞌ ubas balik samantaꞌan gaꞌi pe kite bi magtuhut nginum ininum baꞌahuhin dem pagbayaꞌan Tuhanin." 
Mateo|26|30|Ubus inin ngalang siye dambuwaꞌ kalangan pamudji Tuhan ubus bu paluwas ne siye pī si kūd Jaitun. 
Mateo|26|31|Manjari paꞌin si Isa si siye, "Sangem inin kēmon kaꞌam ambananbi du ku, peggeꞌ tasulat inin dem kitab, pinaꞌin, 'Daꞌakku pinapatey magbantey bili-bilihin, manjari meꞌ bili-bilinen magkanat-kanat.'
Mateo|26|32|Saguwaꞌ pagellum ne ku balik, magkasuwaꞌ du kite bi. Padehellu ku amban kaꞌam pī si lahat Jalil." 
Mateo|26|33|Manjari paꞌin si Petros si iye, "Bisan kēmon siye ngambanan kaꞌu, Tuwan, saguwaꞌ aku, asal gaꞌi kew ambananku." 
Mateo|26|34|Paꞌin si Isa si iye, "Sabennal akahante kew, sangem inin du, gaꞌi pe manukin makatingkowak, kapamasuwey ne kew mintellu weꞌ gaꞌi ku kataꞌuhannu." 
Mateo|26|35|Saguwaꞌ paꞌin si Petros, "Bisan pe ku matey patuhut si kaꞌu, asal gaꞌi kew teꞌed pasuweyanku." Duk kēmon tindeg si Isahin kuweꞌ inin isab binissāden. 
Mateo|26|36|Manjari palanjal disi Isa pī si kabbun inēnan Getsemane. Paꞌin si Isa si meꞌ tindegnen, "Ningkoloꞌ kaꞌam tuꞌu tiggelanku laꞌi māku-māku si Tuhan." 
Mateo|26|37|Binoꞌo weꞌ ne si Petros duk meꞌ anak Sebede duwanganin. Nagnaꞌ iye kebba-kebbahan duk sasew dem ateynen. 
Mateo|26|38|Manjari paꞌinne si siye, "Ateykun dukka teꞌed, agen-agen makamatey aku. Paꞌamban ne kaꞌam tuꞌu duk magjaga kaꞌam." 
Mateo|26|39|Manjari lumengngan iye patala-tala duk pasujud iye diyataꞌ bulak duk ngampun iye si Tuhan, paꞌinne, "O Ammaꞌ, bang makajari, daꞌa ku pasagadanun bininasa. Saguwaꞌ dumaꞌin tinuhutin kinabayaꞌankun saguwaꞌ kinabayaꞌannun." 
Mateo|26|40|Manjari balik iye pī si meꞌ tindegnen, duk takitene siye kapatuli. Bangunne siye duk paꞌinne pu si Petros, "Gaꞌi kaꞌam kapanuhut aku magjaga bisan da ora? 
Mateo|26|41|Papateng-pateng kaꞌam, duk māku-māku kaꞌam si Tuhan supaya kaꞌam gaꞌi taboꞌo weꞌ sassat. Tapikil weꞌ atey saguwaꞌ gaꞌi kaꞌanggawtaꞌan weꞌ baran." 
Mateo|26|42|Manjari tahalaꞌ ne isab si Isa duk māku-māku iye si Tuhan, paꞌ inne, "O Ammaꞌ, bang subey teꞌed ku lumabey si meꞌ kabinasahan inin, na, tuhutku ne kinabayaꞌannun." 
Mateo|26|43|Ubus balik ne isab iye pī si meꞌ tindegnen duk takitene siye kapatuli peggeꞌ kinaruꞌ teꞌed siye. 
Mateo|26|44|Tahalaꞌ ne isab iye balik duk māku-māku iye si Tuhanin kamintellunen, binalik weꞌ ne bakas binissāne si Samanen. 
Mateo|26|45|Pagbalik si Isa si meꞌ tindegnen, paꞌinne si siye, "Tuli pe kaꞌam duk pahali pe? Pakale kaꞌam, tekka ne waktuhin. Aku, Anak Manusiyaꞌin, sōng sinōngan ne si antanan meꞌ aꞌa dusehan. 
Mateo|26|46|Kuwat kaꞌam, sūng ne kite bi. Payamanun bi, tiyaꞌ ne aꞌa mamuddihan akuhin." 
Mateo|26|47|Sasang missā pe si Isa, tekka ne si Judas. Dambuwaꞌ iye si meꞌ sampuk-duwe tindeg si Isahin. Banes teꞌed aꞌa nuhut si Judas magbarung duk magboꞌo meꞌ kakakal. Siye miyaꞌan dinaꞌak pī weꞌ meꞌ nakuraꞌ imamin duk meꞌ kabahiꞌanin. 
Mateo|26|48|Kaꞌurungan siye indan weꞌ si Judas. Bakas paꞌinne hep si siye, "Sine-sine ūkku, iye ne iyan aꞌahin. Siggewun bi iye." 
Mateo|26|49|Pagtekka siye laꞌi, magtawus si Judas patapit pu si Isa duk paꞌinne, "Na, aku ituꞌ, Tuwan." Ubus bu inūk si Isa weꞌ ne. 
Mateo|26|50|Paꞌin si Isa si iye, "Bagay, hinangun ne akanu mapituhin." Manjari patapit meꞌ aꞌa sinduwehin duk siniggew weꞌ de si Isa duk inantan weꞌ de pahaget. 
Mateo|26|51|Dambuwaꞌ meꞌ saweꞌ si Isahin ngurus barungnen bu pineddang weꞌ ne daraꞌakan imam nakuraꞌin duk butas tayingenen. 
Mateo|26|52|Paꞌin si Isa si iye, "Isihun balik bessinun dem tagubanne. Peggeꞌ sine-sine ngangguna bessi pagbonoꞌ, matey du isab iye weꞌ bessi. 
Mateo|26|53|Gaꞌi ke kataꞌuhannu weꞌ bang ku māku tabang si Samaku Tuhanin, magtawus ku paboꞌohanne ibuhan malaꞌikatnen? 
Mateo|26|54|Saguwaꞌ bang ku māku tabang gaꞌi tuman bissā Tuhan dem kitabin weꞌ kēmon inin subey umantag." 
Mateo|26|55|Ubus paꞌin si Isa si meꞌ aꞌa mabanesin, "Weꞌ kannalbi mundu ku hangkan kaꞌam pitu niggew aku magbarung duk magboꞌo meꞌ kakakal? Ellew-ellew ningkoloꞌ ku laꞌi dem langgal hadjehin magtoloꞌ, saguwaꞌ gaꞌ ku siggewbi laꞌi. 
Mateo|26|56|Saguwaꞌ kuweꞌitu inin," paꞌinne, "umantag ne inin kēmon supaya katumanan meꞌ tasulat weꞌ meꞌ kanabihan dem kitabin." Manjari tinayikutan si Isa weꞌ meꞌ tindegnen kēmon duk lahi siye. 
Mateo|26|57|Manjari binoꞌo si Isa weꞌ meꞌ aꞌa maniggew iyehin pī pu si Kayapas, iye imam nakuraꞌin. Meꞌ guru si saraꞌ āgamahin duk meꞌ kabahiꞌanin magtipun du isab laꞌi. 
Mateo|26|58|Na, si Petros paturul pu si Isa saguwaꞌ patala-tala, sampay pī si lame lumaꞌ imam nakuraꞌin. Padiyalem iye si lamehin duk ningkoloꞌ iye duk meꞌ guwaldiyahin, peggeꞌ mabayaꞌ payamanne bang ine kaꞌujudanne miyaꞌan. 
Mateo|26|59|Manjari meꞌ nakuraꞌ imamin duk meꞌ guru saraꞌin duk meꞌ kabahiꞌanin miha pureba panuntutande si Isa supaya iye tapapateyde. 
Mateo|26|60|Saguwaꞌ gaꞌ niyaꞌ kasuwaꞌde panuntutande iye bisan du ekka naksiꞌ gaꞌi bennal. Ujudnen niyaꞌ duwangan missā, paꞌinde, 
Mateo|26|61|"Bakas paꞌin aꞌa iyan weꞌ talarakne koꞌ langgal hadjehin duk tapatenggene balik dem tellu ellew." 
Mateo|26|62|Manjari nengge imam nakuraꞌin duk paꞌinne pu si Isa, "Gaꞌ niyaꞌ sambungnu si meꞌ tuntutde si kaꞌu inin?" 
Mateo|26|63|Saguwaꞌ gaꞌ nambung si Isa. Ubus missā imam nakuraꞌin balik, paꞌinne, "Napa kew, iyuꞌ Tuhanin pakale-kale duk akahanun kami bang Almasihin ke kew, Anak Tuhanin." 
Mateo|26|64|Paꞌin si Isa si iye, "Toꞌo pinaꞌinnun, duk akahante kaꞌam kēmon, gaꞌi tiggel kitebi du ku, Anak Manusiyaꞌin, ningkoloꞌ si kanawanan Tuhan Mabalakatanin. Duk kitebi du ku iyan pitu nuhut meꞌ inalak amban diyataꞌ langit." 
Mateo|26|65|Manjari ginaret weꞌ imam nakuraꞌin semmeknen hawal peddiꞌ ateynen, duk paꞌinne, "Missā iye kuweꞌ Tuhanin iye. Weꞌey pe kite bi subey miha meꞌ saksiꞌ? Takalebi ne binissāne miyaꞌan, kuweꞌ Tuhanin iye. 
Mateo|26|66|Ine hukumanbin?" Paꞌinde, "Hukuman kamihin weꞌ pataꞌ iye pinapatey." 
Mateo|26|67|Ubus iluraꞌan iye weꞌ de si luwene duk pinagsuntukan weꞌ de. Sinduwehin sampakde iye 
Mateo|26|68|duk paꞌinde, "Bang Almasihin kew, akahanun kami bang sine bakas manampak kaꞌuhin." 
Mateo|26|69|Manjari, si Petros laꞌi si lame ningkoloꞌ. Niyaꞌ dambuwaꞌ daraꞌakan dende hap pī si iye duk paꞌinne, "Kaꞌu iyan, saweꞌ si Isa, aꞌa Jalilin, du isab." 
Mateo|26|70|Saguwaꞌ masuwey iye si harapande kēmon, paꞌinne, "Gaꞌi kataꞌuhanku bang ine binissānu iyan." 
Mateo|26|71|Ubus hap pī iye tudju tarangka. Niyaꞌ daraꞌakan dende seddili ngite iye. Pagkitene si Petros, paꞌinne si meꞌ aꞌa magtengge malaꞌihin, "Aꞌa iyan saweꞌ si Isa, aꞌa amban Nasaretin." 
Mateo|26|72|Saguwaꞌ masuwey ne isab si Petros. Napa pe iye duk paꞌinne, "Gaꞌi kataꞌuhanku aꞌa iyan." 
Mateo|26|73|Gaꞌ tiggel pī pu si Petros meꞌ aꞌa magtengge malaꞌihin duk paꞌinde si iye, "Gaꞌi kew kapamasuwey weꞌ dumaꞌin kew saweꞌde, peggeꞌ bissāhannun bissāhan aꞌa Jalil." 
Mateo|26|74|Saguwaꞌ suknaꞌan si Petros dinen duk napa iye, paꞌinne, "Asal gaꞌi kataꞌuhanku aꞌa iyan." Magtawus tingkowak manukin. 
Mateo|26|75|Manjari taꞌesseb si Petros bakas binissā si Isahin, paꞌinne, "Gaꞌi pe makatingkowak manukin sangem inin, kapamasuwey ne kew mintellu weꞌ gaꞌi ku kataꞌuhannu." Manjari tahalaꞌ si Petros duk magtangis teꞌed iye.
Mateo|27|1|Pagsalung ne magisun kēmon meꞌ nakuraꞌ imamin duk meꞌ kabahiꞌanin bang saꞌingge pamapateyde si Isahin. 
Mateo|27|2|Manjari pagubus siye magisun, iningketan weꞌ de si Isa duk binoꞌo weꞌ de pī sinōngan pu si Pilatus, iye gubnul bangsa Romahin. 
Mateo|27|3|Pagkataꞌuhan si Judas, iye mamuddihan si Isahin, weꞌ ubus ne hinukum si Isa pinapatey, magsusun teꞌed iye duk hap pī iye si meꞌ nakuraꞌ imamin duk meꞌ kabahiꞌanin mabalik tellumpūꞌ kayuꞌ sīn tuwasin. 
